id;context_id;image_url;correct_answer
1000000043;1000000009;https://static.psychology.ml/barrett-test/visual-reasoning/1000000009/option-3.jpg;1
1000000044;1000000009;https://static.psychology.ml/barrett-test/visual-reasoning/1000000009/option-4.jpg;1
1000000045;1000000009;https://static.psychology.ml/barrett-test/visual-reasoning/1000000009/option-5.jpg;2
1000000046;1000000010;https://static.psychology.ml/barrett-test/visual-reasoning/1000000010/option-1.jpg;2
1000000047;1000000010;https://static.psychology.ml/barrett-test/visual-reasoning/1000000010/option-2.jpg;1
1000000048;1000000010;https://static.psychology.ml/barrett-test/visual-reasoning/1000000010/option-3.jpg;2
1000000049;1000000010;https://static.psychology.ml/barrett-test/visual-reasoning/1000000010/option-4.jpg;1
1000000050;1000000010;https://static.psychology.ml/barrett-test/visual-reasoning/1000000010/option-5.jpg;2
1000000051;1000000011;https://static.psychology.ml/barrett-test/visual-reasoning/1000000011/option-1.jpg;2
1000000052;1000000011;https://static.psychology.ml/barrett-test/visual-reasoning/1000000011/option-2.jpg;2
1000000053;1000000011;https://static.psychology.ml/barrett-test/visual-reasoning/1000000011/option-3.jpg;2
1000000054;1000000011;https://static.psychology.ml/barrett-test/visual-reasoning/1000000011/option-4.jpg;2
1000000055;1000000011;https://static.psychology.ml/barrett-test/visual-reasoning/1000000011/option-5.jpg;1
1000000056;1000000012;https://static.psychology.ml/barrett-test/visual-reasoning/1000000012/option-1.jpg;2
1000000057;1000000012;https://static.psychology.ml/barrett-test/visual-reasoning/1000000012/option-2.jpg;1
1000000058;1000000012;https://static.psychology.ml/barrett-test/visual-reasoning/1000000012/option-3.jpg;1
1000000059;1000000012;https://static.psychology.ml/barrett-test/visual-reasoning/1000000012/option-4.jpg;2
1000000060;1000000012;https://static.psychology.ml/barrett-test/visual-reasoning/1000000012/option-5.jpg;2
1000000061;1000000013;https://static.psychology.ml/barrett-test/visual-reasoning/1000000013/option-1.jpg;2
1000000062;1000000013;https://static.psychology.ml/barrett-test/visual-reasoning/1000000013/option-2.jpg;2
1000000063;1000000013;https://static.psychology.ml/barrett-test/visual-reasoning/1000000013/option-3.jpg;1
1000000064;1000000013;https://static.psychology.ml/barrett-test/visual-reasoning/1000000013/option-4.jpg;1
1000000065;1000000013;https://static.psychology.ml/barrett-test/visual-reasoning/1000000013/option-5.jpg;1
1000000066;1000000014;https://static.psychology.ml/barrett-test/visual-reasoning/1000000014/option-1.jpg;1
1000000067;1000000014;https://static.psychology.ml/barrett-test/visual-reasoning/1000000014/option-2.jpg;2
1000000068;1000000014;https://static.psychology.ml/barrett-test/visual-reasoning/1000000014/option-3.jpg;1
1000000069;1000000014;https://static.psychology.ml/barrett-test/visual-reasoning/1000000014/option-4.jpg;1
1000000070;1000000014;https://static.psychology.ml/barrett-test/visual-reasoning/1000000014/option-5.jpg;2
